X,Y,OBJECTID,MIN_ID,Name,MAR_Name,Company,NTS_250K,Long_NAD83,Lat_NAD83,LSD,Section_,Township,Range,Meridian,Location,Well,Depth_m,Comm_1,Comm_2,Other_Comm,Occ_Type,Exposure,Media_Type,Highlights,Hghlt_Comm,Hghlt_Grad,Hghlt_Unit,Ore_Min,Gangue_Min,Morpho,Host_Rock,Strat_Age,Strat_Unit,Structure,Intrusion,Min_Host,Ref_AGS,Ref_MAR,Ref_Other,AE_MAR_WWW
-116.865577999806007,53.527788998884667,170,83F-M-03, , , ,83F,-116.865578,53.527789,3,34,52,20,5,Along the Mcleod River about 1.6 km SE of the town of Galloway (NTS 83F/10)., , ,Placer gold, , ,Mineral occurrence,Surface,Alluvial sand and gravel,5.727 mg/cu yd Au,Au,0.0046,g/t,Gold, , , , , , , ,Placer,"Olson et al. 1994 (OFR 1994-8), Edwards 1990 (OFR 1990-09)", , , 
-116.696733999837434,53.491160999363288,171,83F-M-04, , , ,83F,-116.696734,53.491161,11,14,52,19,5,Along the Mcleod River about 9.6 km SE of the town of Marlboro (NTS 83F/7)., , ,Placer gold,Platinum, ,Mineral occurrence,Surface,Alluvial sand and gravel,15.54 mg/cu yd Au,Au,0.008,g/t,"Gold, Platinum", , , , , , , ,Placer,"Olson et al. 1994 (OFR 1994-8), Edwards 1990 (OFR 1990-09)", , , 
-116.918586999918674,53.966653998899368,172,83F-M-1001, , , ,83F,-116.918587,53.966654,5,33,57,20,5, ,ACL PINE CK 5-33-57-20,2562.3 to 2567.5,Zinc,Nickel,"Molybdenum, Vanadium",Geochemical anomaly,Subsurface,Bedrock core from oil-gas well,"Assays up to 3554 ppm Zn, 1358 ppm V, 672 ppm NI, 962 ppm Mo",Zn,3554,ppm, , , ,Lime mudstone,Jurassic,Nordegg Member, , ,Shale-hosted,Rokosh  et al 2016 (DIG 20160001), , , 
-114.364662999961055,53.399655999040007,173,83G-M-03, , , ,83G,-114.364663,53.399656,3,15,51,3,5,Along the North Saskatchewan River about 6.4 km north of the town of Genesse (NTS 83G/8)., , ,Placer gold, , ,Mineral occurrence,Surface,Alluvial sand and gravel,0.527 mg/cu yd Au,Au,0.0004,g/t,"Gold, Platinum", , , , , , , ,Placer,"Olson et al. 1994 (OFR 1994-8), Edwards 1990 (OFR 1990-09)", , , 
-114.150917999598207,53.642122998880893,174,83G-M-04, , , ,83G,-114.150918,53.642123,16,1,54,2,5,In the TBG Gravel Pit (formerly Steel Brothers) about 23 km west of the town of Villeneuve and about 6.4 SSE of the town of Onoway (NTS 83G/9)., , ,Placer gold, , ,Mineral occurrence,Surface,Preglacial gravel,0.07 g/t Au,Au,0.07,g/t,Gold, , , , , , , ,Placer,"Olson et al. 1994 (OFR 1994-8), Edwards 1990 (OFR 1990-09)", , , 
-114.987340000242398,53.577108998931109,175,83G-M-05, , , ,83G,-114.98734,53.577109,8,17,53,7,5,About 0.8 km South of the town of Entwistle (NTS 83G/10)., , ,Placer gold, , ,Mineral occurrence,Surface,Gravel,0.07 g/t Au,Au,0.07,g/t,Gold, , , , , , , ,Placer,"Olson et al. 1994 (OFR 1994-8), Edwards 1990 (OFR 1990-09)", , , 
-114.860517000070573,53.605053999019759,176,83G-M-06, , , ,83G,-114.860517,53.605054,5,29,53,6,5,At the County Pit about 0.8 km South of the town of Magnolia (NTS 83G/10)., , ,Placer gold, , ,Mineral occurrence,Surface,Preglacial gravel,0.03 g/t Au,Au,0.03,g/t,Gold, , , , , , , ,Placer,"Olson et al. 1994 (OFR 1994-8), Edwards 1990 (OFR 1990-09)", , , 
-115.253615000143753,53.150906999364281,177,83G-M-1001, ,Pembina, ,83G,-115.253615,53.150907,7,2,48,10,5,"Pembina Foothills, Cardinal Hills and north of Lodgepole) and McLeod (west of Edson) river valleys.", , ,Placer gold,Palladium,"Platinum, Diamonds",Mineral occurrence,Subsurface,Alluvial sand and gravel,"Alluvial gold and diamonds, 54 locations drilled and 42 samples analyzed, concentrate up to 85.08 g/t Au, 710 ppb Pd and 16 ppb Pt. Back calculation to original sample size yields Au=0.19 g/t.",Au,0.19,g/t,Gold, , , , , , , ,Placer, ,MAR_20090019, ,http://www.energy.gov.ab.ca/minerals/3441.asp
-113.865175000116906,53.148035999340301,178,83H-M-01, , , ,83H,-113.865175,53.148036,15,15,48,27,4,About 4.5 km north of the center of Wizard Lake.,"Texaco Wizard Lake #B-2, 5-22-48-27 W4",1734.0 to 1734.9,Zinc, , ,Mineral occurrence,Subsurface,Bedrock, ,Zn,0, ,Sphalerite, , ,Carbonate,Upper Devonian,Winterburn Group, , ,Carbonate-hosted,"Olson et al. 1994 (OFR 1994-8), Dubord 1987 (OFR 1987-07)", , , 
-113.806802000440982,53.317769998930302,179,83H-M-02, , , ,83H,-113.806802,53.31777,9,13,50,27,4,About 5.5 km north of the town of Calmar.,Imperial Leduc #253,1792.5 to 1800.1,Zinc, , ,Mineral occurrence,Subsurface,Bedrock, ,Zn,0, ,Sphalerite, , , , , , , , ,"Olson et al. 1994 (OFR 1994-8), Dubord 1987 (OFR 1987-07)", , , 
-113.851332000216203,53.422823999128561,180,83H-M-03, , , ,83H,-113.851332,53.422824,14,24,51,27,4,One well about 3.0 km east of the hamlet of Golden Spike and about NW of the town of Devon.,"Imperial Golden Spike #11, 11-23-51-27 W4",1940.4 to 1955.6,Copper, , ,Mineral occurrence,Subsurface,Bedrock, ,Cu,0, ,Chalcopyrite,Pyrite, ,Carbonate,Devonian,Beaverhill Lake Group, , ,Carbonate-hosted,"Olson et al. 1994 (OFR 1994-8), Dubord 1987 (OFR 1987-07)", , , 
-113.855069999707879,53.437112999289774,181,83H-M-04, , , ,83H,-113.85507,53.437113,14,25,51,27,4,About 4.0 km NE of the hamlet of Golden Spike.,"Imperial Golden #8, 11-26-51-27 W4",1586.2 to 1601.4,Lead, , ,Mineral occurrence,Subsurface,Bedrock, ,Pb,0, ,"Sphalerite, Galena", , ,Carbonate,Devonian,Woodbend Group, , ,Carbonate-hosted,"Olson et al. 1994 (OFR 1994-8), Dubord 1987 (OFR 1987-07)", , , 
-113.743461000138595,53.364027998952942,182,83H-M-05, , , ,83H,-113.743461,53.364028,15,33,50,26,4,Along the North Saskatchewan River about 0.8 km NW of the town of Devon (NTS 83H/5)., , ,Placer gold, , ,Mineral occurrence,Surface,Alluvial sand and gravel,54.72 mg/cu yd Au,Au,0.044,g/t,Gold, , , , , , , ,Placer,"Olson et al. 1994 (OFR 1994-8), Edwards 1990 (OFR 1990-09)", , , 
-113.529713000301015,53.517176999280096,183,83H-M-06, , , ,83H,-113.529713,53.517177,7,30,52,24,4,At the center of the city of Edmonton along the North Saskatchewan River (NTS 83H/12)., , ,Placer gold, , ,Mineral occurrence,Surface,Alluvial sand and gravel,23.102 mg/cu yd Au,Au,0.019,g/t,"Gold, Platinum", , , , , , , ,Placer,"Olson et al. 1994 (OFR 1994-8), Edwards 1990 (OFR 1990-09)", , , 
-113.506888000097618,53.53610299907745,184,83H-M-07, , , ,83H,-113.506888,53.536103,11,32,52,24,4,In the center of Edmonton along the North Saskatchewan River (NTS 83H/12)., , ,Placer gold, , ,Mineral occurrence,Surface,Alluvial sand and gravel, ,Au,0, ,Gold, , , , , , , ,Placer,"Olson et al. 1994 (OFR 1994-8), Edwards 1990 (OFR 1990-09)", , , 
-113.15896599988001,53.754494998841459,185,83H-M-08, , , ,83H,-113.158966,53.754495,10,14,55,22,4,Along the North Saskatchewan River about 4.8 km SE of the town of Fort Saskatchewan (NTS 83H/11)., , ,Placer gold, , ,Mineral occurrence,Surface,Alluvial sand and gravel,16.399 mg/cu yd Au,Au,0.013,g/t,"Gold, Platinum", , , , , , , ,Placer,"Olson et al. 1994 (OFR 1994-8), Edwards 1990 (OFR 1990-09)", , , 
-112.534994999788111,53.996526998897586,186,83H-M-09, , , ,83H,-112.534995,53.996527,8,12,58,18,4,About 39.4 km NNE of the town of Redwater and about 47 km west of the Victoria settlement along the North Saskatchewan River (NTS 83H/15)., , ,Placer gold, , ,Mineral occurrence,Surface,Alluvial sand and gravel,42.443 mg/cu yd Au,Au,0.036,g/t,"Gold, Platinum", , , , , , , ,Placer,"Olson et al. 1994 (OFR 1994-8), Edwards 1990 (OFR 1990-09)", , , 
-112.137846000228805,53.974008998953643,187,83H-M-10, , , ,83H,-112.137846,53.974009,16,34,57,15,4,About 19 km north of the town of Willingdon and about 19 km west of the town of Hamlin along the North Saskatchewan River (NTS 83H/16)., , ,Placer gold, , ,Mineral occurrence,Surface,Alluvial sand and gravel,247.2 mg/cu yd Au,Au,0.198,g/t,"Gold, Platinum", , , , , , , ,Placer,"Olson et al. 1994 (OFR 1994-8), Edwards 1990 (OFR 1990-09)", , , 
-113.790196999943532,53.679133999056006,188,83H-M-11, , , ,83H,-113.790197,53.679134,8,20,54,26,4,At the Consolidated Concrete Gravel Pit about 2.4 km NNE of the town of Villeneuve (NTS 83H/12)., , ,Placer gold, , ,Mineral occurrence,Surface,Gravel,15 ppb Au,Au,0.015,g/t,Gold, , , , , , , ,Placer,"Olson et al. 1994 (OFR 1994-8), Edwards 1990 (OFR 1990-09)", , , 
-113.865929999977254,53.696142999214928,189,83H-M-12, , , ,83H,-113.86593,53.696143,9,26,54,27,4,At the Canadian Concrete Pit about 4.8 km NNW of the town of Villeneuve (NTS 83H/12)., , ,Placer gold, , ,Mineral occurrence,Surface,Gravel,0.07 g/t Au,Au,0.07,g/t,Gold, , , ,Quaternary, , , ,Placer,"Olson et al. 1994 (OFR 1994-8), Edwards 1990 (OFR 1990-09)", , , 
-112.081953000219002,54.051594999061237,190,83I-M-01, , , ,83I,-112.081953,54.051595,4,31,58,14,4,About 11 km SSE of the hamlet of Bellis., , ,Iron, , ,Mineral occurrence,Surface,Bog,"30.02% Fe, 2.14% Mn",Fe,30.02,%,Limonite, ,Stratabound, , , , , ,Placer,Olson et al. 1994 (OFR 1994-8), , , 
-112.840461000015765,53.994374998942213,191,83I-M-02, , , ,83I,-112.840461,53.994375,2,12,58,20,4,Along the North Saskatchewan River about 9.6 km SE of the town of Radway (NTS 83I/2)., , ,Placer gold, , ,Mineral occurrence,Surface,Alluvial,35.21 mg/cu yd Au,Au,0, ,Gold, , , , , , , ,Placer,"Olson et al. 1994 (OFR 1994-8), Edwards 1990 (OFR 1990-09)", , , 
-113.271264000085694,54.729126999297748,192,83I-M-03, , , ,83I,-113.271264,54.729127,10,21,66,22,4,About 1.6 km NE of the town of Athabasca (NTS 83I/11)., , ,Placer gold, , ,Mineral occurrence,Surface,Alluvial sand and gravel, ,Au,0, ,Gold, , , , , , , ,Placer,"Olson et al. 1994 (OFR 1994-8), Edwards 1990 (OFR 1990-09)", , , 
-114.256908000234404,54.855940999366389,193,83J-M-01, , , ,83J,-114.256908,54.855941,5,4,68,2,5,One well about 9.0 km SW of the hamlet of Chisholm.,Home KCL Chisholm 10-5-68-2 W5, ,Lead,Zinc, ,Mineral occurrence,Subsurface,Alluvial sand and gravel, ,Zn,0, ,"Sphalerite, Galena", , ,Carbonate,Devonian,Winterburn Group, , , ,"Olson et al. 1994 (OFR 1994-8), Dubord 1987 (OFR 1987-07)", , , 
-115.721615000222329,54.041304998856752,194,83J-M-02, , , ,83J,-115.721615,54.041305,7,28,58,12,5,About 6.4 km west of the town of Mcleod River and about 11.2 km south of the Town of Whitecourt (NTS 83J/4)., , ,Placer gold, , ,Mineral occurrence,Surface,Preglacial gravel,0.06 g/t Au,Au,0.06,g/t,Gold, , , , , , , ,Placer,"Olson et al. 1994 (OFR 1994-8), Edwards 1990 (OFR 1990-09)", , , 
-115.783409999920792,54.739798999368361,195,83J-M-03, , , ,83J,-115.78341,54.739799,6,29,66,12,5,About 24 km west of the town of Swan Hills (NTS 83J/12)., , ,Placer gold, , ,Mineral occurrence,Surface,Preglacial gravel,0.025 g/t Au,Au,0.025,g/t,Gold, , ,Sand and gravel,Pleistocene,Empress Formation (?), , ,Placer,"Olson et al. 1994 (OFR 1994-8), Edwards 1990 (OFR 1990-09)", ,Giusti L. 1983 M.Sc Ualberta (there is a copy in Min Survey of a Giusti L. 1954…?), 
-114.316530000413394,49.269175999253257,196,82G-M-23, , , ,82G,-114.31653,49.269176,9,3,4,3,5,About 700 m east of Grizzly Creek  and about 3400 m north of Ruby Lake (head of Grizzly Creek)., , ,Copper, , ,Mineral occurrence,Surface,Bedrock outcrop,1.31% Cu,Cu,1.31,%,"Malachite, Copper Sulphide", ,Stratabound, , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)", , , 
-114.329861000128034,49.244727998974774,197,82G-M-24, ,Clark Range, ,82G,-114.329861,49.244728,14,27,3,3,5,Along the southern Part of Barnaby Ridge., , ,Copper, , ,Mineral occurrence,Surface,Bedrock outcrop,0.18% Cu,Cu,0.18,%,"Chalcopyrite, Malachite", ,"Stratabound, disseminated", , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)",MAR_19710007, ,http://www.energy.gov.ab.ca/minerals/3441.asp
-114.329861000128034,49.244727998974774,198,82G-M-24A, ,Clark Range, ,82G,-114.329861,49.244728,14,27,3,3,5,Along the southern Part of Barnaby Ridge., , ,Copper, , ,Mineral occurrence,Surface,Bedrock outcrop,0.26% Cu,Cu,0.26,%,Malachite, ,Stratabound, , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)",MAR_19710007, , 
-114.38235999970442,49.221953999282903,199,82G-M-25, , , ,82G,-114.38236,49.221954,5,20,3,3,5,About 450 m west of Scarpe Mountain on the Alberta/B.C. border., , ,Copper, , ,Mineral occurrence,Surface,Bedrock outcrop, ,Cu,0, ,"Calcopyrite, Chalcocite", ,Stratabound, , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)", , , 
-114.314578999753465,49.233894998831566,200,82G-M-26, , , ,82G,-114.314579,49.233895,4,26,3,3,5,About 500 m SE of Ruby Lake (the head of Grizzly Lake)., , ,Copper, , ,Mineral occurrence,Surface,Bedrock outcrop,0.7% Cu,Cu,0.7,%,"Chalcopyrite, Bornite, Malachite,  Chalcocite", ,Stratabound, , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)", , , 
-114.467649999976075,49.362524999220092,201,82G-M-28, , , ,82G,-114.46765,49.362525,13,3,5,4,5,About 900 m east of Gardiner Creek and about 2000 m NE of the B.C. border., , ,Copper, , ,Mineral occurrence,Surface,Bedrock outcrop, ,Cu,0, ,Chalcopyrite,Pyrite,"Stratabound, disseminated", , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)", , , 
-114.460699999625874,49.341134999262408,202,82G-M-29, , , ,82G,-114.4607,49.341135,7,34,4,4,5,About 1000 m NE of the head of Gardiner Creek and about 1600 m east of the B.C. border., , ,Copper, , ,Mineral occurrence,Surface,Bedrock outcrop, ,Cu,0, ,"Chalcocite, Bornite, Chalcopyrite", ,Stratabound, , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)", , , 
-114.116236000314117,49.308907998831565,203,82G-M-32, ,Southwest Alberta, ,82G,-114.116236,49.308908,8,19,4,1,5,NE of Victoria Park along two tributaries flowing SE into Pincher Creek., , ,Copper, , ,Mineral occurrence, , ,2% Cu 0.15 m,Cu,2,%,"Bornite, Chalcopyrite, Chalcocite, Malachite", ,"Stratabound, disseminated, coating, veiscle filling", , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)",MAR_19710008, ,http://www.energy.gov.ab.ca/minerals/3441.asp
-114.116236000314117,49.308907998831565,204,82G-M-32A, ,Clark Range, ,82G,-114.116236,49.308908,8,19,4,1,5,NE of Victoria Park along two tributaries flowing SE into Pincher Creek., , ,Copper, , ,Mineral occurrence,Surface,Bedrock outcrop,0.22% Cu 0.25 m,Cu,0.22,%,Chalcopyrite, ,"Stratabound, disseminated", , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)",MAR_19710007, ,http://www.energy.gov.ab.ca/minerals/3441.asp
-114.106786000206284,49.29557399892645,205,82G-M-37, , , ,82G,-114.106786,49.295574,6,17,4,1,5,"Pincher Ridge area, along the NW slope of Pincher Ridge about 500 m SE of Pincher Creek.", , ,Copper,Silver, ,Mineral occurrence,Surface,Bedrock outcrop,10.286 g/t Ag and 1.55% Cu over 2.44 m,Cu,1.55,%,"Chalcopyrite, Bornite, Chalcocite, Silver", ,"Vein-multiple, disseminated", , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)", , , 
-114.168458999705976,49.189454998961381,206,82G-M-38, ,Clark Range, ,82G,-114.168459,49.189455,2,11,3,2,5,In the vicinity of Sage Mountain., , ,Copper, , ,Mineral occurrence,Surface,Bedrock outcrop,"2.3% Cu, 0.26% Cu over 0.45 m",Cu,0.26,%,"Chalcocite, Bornite, Chalcopyrite, Malachite", ,"Stratabound, disseminated",Dolomite,Mesoproterozoic,Kintla Formation, , ,Carbonate-hosted,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)",MAR_19710007, ,http://www.energy.gov.ab.ca/minerals/3441.asp
-114.120398000128304,49.264458998921008,207,82G-M-39, ,Clark Range, ,82G,-114.120398,49.264459,2,6,4,1,5,On Pincher Ridge about 500 m WNW of Drywood Creek and about 3200 m NNE of the headwaters of Drywood Creek., , ,Copper, , ,Mineral occurrence,Surface,Bedrock outcrop,0.02% Cu over 2.13 m,Cu,0.02,%,Chalcopyrite, ,Disseminated, , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)",MAR_19710007, ,http://www.energy.gov.ab.ca/minerals/3441.asp
-114.109846999655446,49.221956999167375,208,82G-M-40, , , ,82G,-114.109847,49.221957,5,20,3,1,5,"Loaf Mountain Section, on Loaf Mtountain about 1000 m ESE of Bovin Lake (head of Drywood Creek).", , ,Copper, , ,Mineral occurrence,Surface, ,0.15 % Cu over 0.76 m,Cu,0.15,%,Chalcopyrite, ,Disseminated, , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)", , , 
-114.140957999852461,49.309462999302326,209,82G-M-41, ,Southwest Alberta, ,82G,-114.140958,49.309463,8,24,4,2,5,Along two creeks which drain from the north slope of Victoria Park., , ,Copper, , ,Mineral occurrence,Surface, , ,Cu,0, ,"Bornite, Chalcopyrite, Chalcocite, Malachite", ,"Stratabound, disseminated, coating", , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)",MAR_19710008, ,http://www.energy.gov.ab.ca/minerals/3441.asp
-114.175959999702016,49.313073999053266,210,82G-M-42, ,Southwest Alberta, ,82G,-114.17596,49.313074,12,23,4,2,5,East side of Mill Creek (NW flank of Victoria Peak)., , ,Copper, , ,Mineral occurrence,Surface, , ,Cu,0, , , , , , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)",MAR_19710008, , 
-114.175959999702016,49.313073999053266,211,82G-M-42A, ,Southwest Alberta, ,82G,-114.17596,49.313074,12,23,4,2,5,About 900 m east of Mill Creek and about 8.5 km north of the head of Mill Creek., , ,Copper, , ,Mineral occurrence,Surface, , ,Cu,0, ,"Bornite, Chalcopyrite, Chalcocite, Malachite",Pyrite,"Stratabound, disseminated, coating", , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)",MAR_19710008, ,http://www.energy.gov.ab.ca/minerals/3441.asp
-114.145398000399325,49.297239999245932,212,82G-M-43, , , ,82G,-114.145398,49.29724,7,13,4,2,5,About 200 m SW of Victoria Peak., , ,Copper, , ,Mineral occurrence,Surface, , ,Cu,0, ,Chalcopyrite, ,Vesicle fill, , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)",MAR_19710008, ,http://www.energy.gov.ab.ca/minerals/3441.asp
-114.575699000328925,49.4444779991601,213,82G-M-46, ,Southwest Alberta, ,82G,-114.575699,49.444478,11,2,6,5,5,Along North Lost Creek about 6500 m North of the North Kootney Pass and about 1700 m east of the B.C. border., , ,Zinc,Lead, ,Mineral occurrence,Surface,Bedrock outcrop,1.28% Zn and 0.09% Pb over 0.91 m,Zn,1.28,%,"Sphalerite, Galena, Chalcopyrite", , , ,Mesoproterozoic,Sheppard Formation, , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)",MAR_19710010, ,http://www.energy.gov.ab.ca/minerals/3441.asp
-114.575699000328925,49.4444779991601,214,82G-M-46A, ,Southwest Alberta, ,82G,-114.575699,49.444478,11,2,6,5,5,Along North Lost Creek about 6500 m north of the North Kootney Pass and about 1700 m east of the B.C. border., , ,Silver,Zinc,Lead,Mineral occurrence,Surface,Bedrock outcrop,"94.285 g/t Ag, 0.2% Zn and 3.4% Pb over 2.44 m",Ag,94.285,g/t,"Galena, Sphalerite", ,Stratabound, , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)",MAR_19710010, , 
-114.274578000213594,49.311128999229574,215,82G-M-47, , , ,82G,-114.274578,49.311129,8,24,4,3,5,Mount Gladstone area about 4500 m NW of Castle Peak and about 1600 m NE of the South Castle River., , ,Lead,Copper,Zinc,Mineral occurrence,Surface,Bedrock outcrop,"0.72% Cu, 0.4% Zn and 1.26% Pb over 3.66 m as well as  0.8% Zn and 3.25% Pb over 0.91 m",Pb,3.66,%,"Galena, Sphalerite, Chalcopyrite",Hydrozincite,Stratabound, , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)", , , 
-114.271797000248583,49.347245998943258,216,82G-M-48, , , ,82G,-114.271797,49.347246,16,36,4,3,5,About 1600 m SW of Table Mountain and about 3000 m SE of Beaver Mines Lake., , ,Lead,Copper,Zinc,Mineral occurrence,Surface,Bedrock outcrop,"0.23% Cu, 0.7% Zn, and 2.26 % Pb over 3.05 m",Pb,2.26,%,"Galena, Chalcopyrite", ,Stratabound, , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)", , , 
-114.321801000090261,49.29779399935169,217,82G-M-49, , , ,82G,-114.321801,49.297794,7,15,4,3,5,Lys Ridge area along Lys Ridge about 1000 m east of Grizzly Creek and about 1500 m NNW of West Castle Mountain., , ,Lead,Zinc, ,Mineral occurrence,Surface,Bedrock outcrop,0.44% Zn and 2.18% Pb over 7.32 m,Pb,2.18,%,"Galena, Chalcopyrite", ,Stratabound, , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)", , , 
-114.577087999675754,49.421695999259583,218,82G-M-50,South Lost Creek,Southwest Alberta, ,82G,-114.577088,49.421696,3,35,5,5,5,"South Lost Creek area; Along South Lost Creek about 1800 m East of the B.C. border.", , ,Silver,Lead,Zinc,Geochemical anomaly,Surface,Bedrock outcrop,"123.429 g/t Ag, 1% Zn, and 3.02% Pb over 2.74 m",Ag,123.429,g/t,"Galena, Sphalerite, (silver?)", ,Stratabound,"Black shale, siltstone",Mesoproterozoic,Sheppard Formation, , ,Shale-hosted,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009), Williams et al. 1993 (OFR 1993-13)","MAR_19730005, MAR_19710010", , 
-114.569867999887094,49.398082999160472,219,82G-M-51,Carbondale River,Southwest Alberta, ,82G,-114.569868,49.398083,7,23,5,5,5,"Carbondale River area; along Carbondale River about 1500 m East of the Alberta/B.C. border and about 1200 m NE of the North Kootenay Pass.", , ,Silver,Lead,Zinc,Geochemical anomaly,Surface,Bedrock outcrop,"162.857 g/t Ag, 1.43% Zn, and 1.92% Pb over 3.35 m",Ag,162.857,g/t,"Galena, Sphalerite, (silver?)", ,Stratabound,"Black shale, siltstone",Mesoproterozoic,Sheppard Formation, , ,Shale-hosted,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009), Williams et al. 1993 (OFR 1993-13)","MAR_19730005, MAR_19710010", , 
-114.430149000193836,49.320856998954639,220,82G-M-52, , , ,82G,-114.430149,49.320857,1,26,4,4,5,Gravenstafl Ridge area along Gravenstafl Ridge about 3000 m NE of the B.C. border., , ,Copper, , ,Mineral occurrence,Surface,Bedrock outcrop,0.8 % Cu over 4.27 m and nearby 0.91 % Cu over 2.44 m,Cu,0.91,%,"Chalcocite, Bornite", ,"Stratabound, vein-multiple", , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)", , , 
-114.388474000003484,49.288905999255725,221,82G-M-53, , , ,82G,-114.388474,49.288906,16,7,4,3,5,"Barnaby Ridge area along the SW slope of Barnaby Ridge, east of the West Castle River about 4500 m east of Mount Haig.", , ,Copper,Silver, ,Mineral occurrence,Surface,Bedrock outcrop,12.686 g/t Ag and 1.68 % Cu 0.76 m,Cu,1.68,%,"Bornite, Chalcocite", ,"Stratabound, massive, vein-multiple", , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)", , , 
-114.102897000203527,49.237512999028205,222,82G-M-55, , , ,82G,-114.102897,49.237513,6,29,3,1,5,On the SE slope of Drywood Mountain about 2000 m NE of Bovin Lake and about 600 m NW of South Drywood Creek., , ,Copper, , ,Mineral occurrence,Surface,Bedrock outcrop, ,Cu,0.5,%,"Chalcopyrite, Bornite, Chalcocite", ,"Stratabound, disseminated", , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)", , , 
-114.149848999918532,49.240011998879716,223,82G-M-56, , , ,82G,-114.149849,49.240012,11,25,3,2,5,In the vicinity of Victoria Ridge between Drywood Creek and Mill Creek., , ,Copper, , ,Mineral occurrence,Surface,Bedrock outcrop,0.39 % Cu over 1.98 m and 0.68 % Cu over 0.45 m,Cu,0.68,%,"Chalcopyrite, Bornite", ,"Stratabound, vein-multiple, disseminated", , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)", , , 
-114.467648000326278,49.306964999295289,224,82G-M-57, , , ,82G,-114.467648,49.306965,4,22,4,4,5,Syncline Mountain area about 1500 m west of Gravenstafl Ridge and about 600 m NE of the B.C. border., , ,Gold,Copper, ,Mineral occurrence,Surface,Bedrock outcrop,0.1% Cu and 0.343 g/t Au,Au,0.343,g/t, , ,Stratabound, , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)", , , 
-114.010951000207839,49.207507999185189,225,82G-M-59, , , ,82G,-114.010951,49.207508,7,13,3,1,5,About 1500 m north of Yarrow Creek and about 2400 m west of the surface expression of the Lewis Thrust., , ,Lead,Silver, ,Mineral occurrence,Surface,Bedrock outcrop,"Fracture filling: 80.57 g/t Ag 1.22 m, 57.35% Pb 1.72m; 52.20% Pb and 180.0 g/t Ag (repeated sample)",Pb,57.35,%,"Galena, Chalcopyrite, Sphalerite", ,Diseminated and fracture filling in shatter zone, , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)", , , 
-114.010951000207839,49.207507999185189,226,82G-M-59A, , , ,82G,-114.010951,49.207508,7,13,3,1,5,"Blind Canyon (Galena) Zone; About 1500 m north of Yarrow Creek and about 2400 m west of the surface expression of the Lewis Thrust.", , ,Lead,Silver, ,Mineral occurrence,Surface,Bedrock,28.11 g/t Ag  and 16.2% Pb over 5.79 m,Pb,16.2,%,Galena, , , , , , , , ,"Olson et al. 1994 (OFR 1994-8), Mellon 1961 (BUL 009)", , , 
